X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,PERF
4.0,-13.0,23.69219646987758,20.0,13.0,-12.548023036527479,-5.0,-6.0,20.0,-25.918312508103256,21.483811330777684
1.0,21.0,29.4287109375,29.0,20.0,-14.2822265625,4.0,6.0,31.0,-25.9423828125,21.319827317107055
1.0,-13.0,26.953125,28.0,20.0,29.765625,4.0,6.0,31.0,-29.765625,21.178215393427568
1.0,4.0,27.275390625,14.0,20.0,12.802734375,4.0,6.0,28.0,-29.853515625,21.064558040153287
26.0,-7.0,27.628551003136607,-8.0,24.0,29.305891385549195,11.0,-18.0,26.0,-29.034140899696677,20.78957921736539
1.0,-13.0,26.953125,15.0,20.0,28.828125,4.0,6.0,29.0,-29.765625,20.686282089958635
-23.0,-5.0,25.927653247041228,9.0,-2.0,27.971984480791022,-28.0,23.0,-6.0,-29.698544261027713,20.769265212669588
1.0,-19.0,22.1630859375,15.0,20.0,20.4052734375,4.0,6.0,2.0,-29.9267578125,20.915252511922375
1.0,-27.0,3.74267578125,11.0,20.0,27.47314453125,4.0,6.0,31.0,-28.13232421875,20.789499507590854
1.0,-8.0,25.07080078125,15.0,20.0,2.30712890625,4.0,6.0,4.0,-29.77294921875,20.675885744541983
1.0,8.0,-0.8056640625,13.0,20.0,-9.8291015625,4.0,6.0,31.0,-29.4580078125,20.786834319680864
1.0,8.0,-0.8056640625,13.0,20.0,-9.8291015625,4.0,6.0,31.0,-29.4580078125,20.60623244465252
22.0,28.0,-15.188387409880033,24.0,3.0,-9.926932447160834,0.0,17.0,-23.0,-27.863236597466788,20.85502552077495
1.0,4.0,5.41259765625,19.0,20.0,-7.24365234375,4.0,6.0,31.0,-27.22412109375,20.823792949096674
13.0,-12.0,-29.253446680876774,29.0,21.0,13.543790257313844,19.0,29.0,-8.0,-29.405569962155703,20.541478600229215
21.0,23.0,-8.486449634108737,-25.0,-19.0,-25.872351965227526,-17.0,20.0,-11.0,-29.71912203121761,20.560326940910873
-29.0,10.0,16.359026105744604,27.0,12.0,22.32623010909912,-17.0,-18.0,17.0,-27.689592874418683,20.60300996933608
1.0,24.0,-10.6494140625,23.0,20.0,-7.4853515625,4.0,6.0,31.0,-27.1142578125,20.869808895134476
-14.0,23.0,19.71722381637896,23.0,-27.0,-14.210883688509732,5.0,11.0,27.0,-28.14632984096773,20.68858785498881
-2.0,-12.0,-17.220473040762762,25.0,18.0,-8.366014987740481,4.0,15.0,10.0,-29.597239629534457,20.55634970367451
1.0,28.0,-11.8359375,20.0,20.0,23.0859375,4.0,6.0,31.0,-28.2421875,20.658426668045266
1.0,28.0,-11.8359375,20.0,20.0,23.0859375,4.0,6.0,31.0,-28.2421875,20.456256166228712
1.0,28.0,-11.8359375,20.0,20.0,23.0859375,4.0,6.0,31.0,-28.2421875,20.330150065059534
19.0,26.0,-19.86868028574242,-9.0,-22.0,-1.0211666330051905,27.0,-27.0,29.0,-28.248330558372253,20.4586533029742
1.0,27.0,-4.5263671875,15.0,20.0,16.7431640625,4.0,6.0,-13.0,-27.2607421875,20.686504328927068
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.40820439824844
1.0,28.0,-16.728515625,7.0,20.0,4.423828125,4.0,6.0,31.0,-27.802734375,20.446522840207994
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.29741063304249
1.0,29.0,-17.90771484375,15.0,20.0,-28.48388671875,4.0,6.0,-26.0,-28.27880859375,20.377663263413943
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.29136505894334
1.0,27.0,6.49658203125,15.0,20.0,22.52197265625,4.0,6.0,13.0,-28.42529296875,20.531601056105895
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.28107826630223
1.0,21.0,-16.1279296875,15.0,20.0,24.5947265625,4.0,6.0,20.0,-28.5498046875,20.620766441461264
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.253654192131044
1.0,28.0,24.4775390625,15.0,20.0,26.0595703125,4.0,6.0,-19.0,-29.4287109375,20.50179940415313
1.0,28.0,-5.07568359375,15.0,20.0,3.56689453125,4.0,6.0,10.0,-29.62646484375,20.56300005134975
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.258728732241487
1.0,28.0,-11.8359375,15.0,20.0,20.9765625,4.0,6.0,23.0,-28.2421875,20.2549640965128
12.0,28.0,4.736391757525453,-15.0,-2.0,9.260609269340343,-20.0,-17.0,26.0,-28.372621751822745,20.507013894961204
10.0,28.0,-13.797583027544004,13.0,25.0,23.66800708179263,5.0,18.0,5.0,-27.596511635823315,20.528147915171015
1.0,4.0,-25.0341796875,15.0,20.0,11.9384765625,4.0,6.0,22.0,-28.0810546875,20.627093593552896
1.0,25.0,-15.142822265625,15.0,20.0,14.351806640625,4.0,6.0,26.0,-28.670654296875,20.512207680767542
-10.0,30.0,0.14552529319103158,22.0,-14.0,17.787030166482296,-10.0,-18.0,-24.0,-28.247922110245412,20.569829304806962
-1.0,-5.0,-16.764991126869994,17.0,3.0,24.27553989695153,-23.0,-3.0,29.0,-27.995699026964015,20.60557753467369
1.0,29.0,26.400146484375,15.0,20.0,27.769775390625,4.0,6.0,17.0,-28.729248046875,20.53340841693611
1.0,-20.0,-10.92041015625,15.0,20.0,-5.67626953125,4.0,6.0,-1.0,-28.20556640625,20.60723380732148
1.0,14.0,-12.76611328125,15.0,20.0,-28.61572265625,4.0,6.0,25.0,-27.29736328125,20.602497031162297
1.0,-22.0,-18.8818359375,15.0,20.0,13.1689453125,4.0,6.0,4.0,-28.2568359375,20.48901024946443
25.0,29.0,-12.087708746057828,17.0,-22.0,28.483979770896497,-11.0,-3.0,-6.0,-28.371254818874885,20.530927478568387
1.0,-28.0,-19.482421875,15.0,20.0,18.310546875,4.0,6.0,18.0,-28.095703125,20.569799085427057
1.0,-4.0,-2.7392578125,15.0,20.0,8.7451171875,4.0,6.0,19.0,-28.2275390625,20.551857135789437
1.0,-22.0,-23.609619140625,15.0,20.0,-3.900146484375,4.0,6.0,9.0,-28.055419921875,20.557531104841054
1.0,28.0,-1.475830078125,15.0,20.0,-26.502685546875,4.0,6.0,18.0,-27.952880859375,20.63643022293192
1.0,-3.0,-19.515380859375,15.0,20.0,-13.238525390625,4.0,6.0,28.0,-28.194580078125,20.499141675484825
1.0,22.0,-4.815673828125,15.0,20.0,23.594970703125,4.0,6.0,-20.0,-28.245849609375,20.543413427321266
1.0,4.0,-25.0341796875,15.0,20.0,11.9384765625,4.0,6.0,22.0,-28.0810546875,20.544821872125784
1.0,3.0,-11.751708984375,15.0,20.0,-11.217041015625,4.0,6.0,17.0,-28.106689453125,20.613255008729716
1.0,-13.0,-29.05517578125,15.0,20.0,21.65771484375,4.0,6.0,-26.0,-27.18017578125,20.755213723376936
1.0,9.0,-27.7294921875,15.0,20.0,29.6337890625,4.0,6.0,-20.0,-27.0263671875,21.004560938202374
