X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,PERF
-12.0,-5.0,12.185954682905475,-14.0,-19.0,9.472394869996165,29.0,12.0,-26.0,-25.77201670398605,18.939193102139537
11.0,-15.0,11.427629635515117,21.0,-17.0,-14.500422217234304,30.0,20.0,-25.0,-21.394715991930774,19.72859943664162
-28.0,-7.0,1.0573887178095056,-26.0,-15.0,-10.377468867315727,25.0,17.0,27.0,-15.373715502469697,19.6346384881258
-24.0,24.0,5.473724823739815,13.0,-13.0,-19.39590673144288,1.0,29.0,23.0,-11.24995671379883,19.994179251500874
-27.0,10.0,20.298170053830646,15.0,-10.0,3.1282001502777703,29.0,-11.0,-28.0,-24.651120202238022,19.8477606702903
1.0,4.0,10.0,24.0,-16.0,19.0576171875,29.0,6.0,31.0,-12.2900390625,18.92616781978035
1.0,4.0,10.0,8.0,-12.0,-10.72265625,29.0,6.0,31.0,-5.68359375,16.386573420746373
8.0,6.0,-2.9175582089612497,-6.0,-5.0,22.490105109359178,30.0,16.0,30.0,14.382481252636282,14.255147320257933
22.0,24.0,-24.733340186593438,-5.0,17.0,17.462051018793076,-11.0,0.0,30.0,22.5295683858266,20.013837988175737
12.0,12.0,4.488117074749212,-21.0,22.0,-10.328972292855116,29.0,20.0,30.0,28.476704893094272,19.780621224190845
7.0,8.0,-4.294357334784895,-14.0,-8.0,25.206023454890683,30.0,12.0,15.0,11.660912664411747,17.272087164122606
11.0,4.0,-19.183621916228432,-18.0,24.0,14.380344198632635,30.0,-3.0,27.0,18.693397978506177,19.574696918567284
24.0,30.0,20.989149579516415,-18.0,13.0,27.512717006227305,30.0,-22.0,28.0,10.592269839680576,19.815375479398988
12.0,2.0,-15.152773180062793,-19.0,27.0,-27.907580190450794,30.0,-3.0,30.0,-23.309476577661282,19.578424557309138
-17.0,25.0,11.58773170501918,20.0,-5.0,-3.9937342514016336,30.0,26.0,3.0,29.707146725391894,19.939976475304494
9.0,-21.0,-11.278060808583835,-16.0,-14.0,25.48975865101265,30.0,26.0,4.0,20.11123272219593,19.437679776988517
15.0,-21.0,-11.955437484587257,28.0,10.0,27.5642436763476,28.0,-11.0,30.0,23.39867186468821,19.613391405896802
1.0,4.0,10.0,15.0,-3.0,22.4267578125,29.0,6.0,28.0,17.5048828125,16.6210886875788
23.0,16.0,-3.663730029034525,4.0,7.0,21.460259479474196,29.0,24.0,25.0,-22.19717550902901,19.162845314840585
-3.0,4.0,10.0,15.0,20.0,22.4267578125,29.0,6.0,28.0,17.5048828125,18.511891295377836
19.0,11.0,-1.464609832066305,-7.0,-24.0,22.488402152017564,29.0,-1.0,30.0,-27.917384581458084,19.643517091867654
3.0,-10.0,-23.792427122783003,10.0,16.0,23.179541562573903,30.0,19.0,-10.0,22.403633457439568,19.262667404575975
8.0,-1.0,-22.149708875491374,-13.0,-23.0,-25.320753405910132,29.0,-13.0,25.0,0.5506623870792247,19.40204801548245
