X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,PERF
-29.0,-26.0,29.688008926567854,4.0,-12.0,-19.542215177661937,29.0,22.0,0.0,-9.094935139122043,37.55694712074747
-6.0,-18.0,-14.011396142704232,20.0,-13.0,-16.945617280719667,30.0,-10.0,-18.0,-22.919429697742622,37.35657882952361
-12.0,0.0,10.0,0.0,-15.0,7.0,4.0,6.0,31.0,-7.822265625,37.50601047466049
-13.0,27.0,-11.298550922432831,14.0,-18.0,-21.78840394161138,23.0,4.0,30.0,11.93715477483373,36.98386492164274
-15.0,4.0,10.0,28.0,-13.0,7.0,4.0,6.0,27.0,-22.5439453125,37.78816484026829
0.0,-14.0,-27.15656440285465,30.0,-15.0,3.7174663517468574,27.0,-27.0,30.0,-13.690608294708632,37.289193745839086
-16.0,-4.0,12.518005421334905,-15.0,-16.0,13.575728106109494,10.0,15.0,15.0,-19.755379685104653,37.35479480477762
-26.0,-15.0,7.232232067120044,-18.0,-18.0,9.460774224893555,24.0,19.0,30.0,-13.150268179025758,37.653604179945845
-8.0,25.0,16.518351919289735,9.0,-14.0,-15.345321529812566,-5.0,22.0,-1.0,-6.903412404337342,38.070280846207154
1.0,4.0,10.0,0.0,-15.0,7.0,4.0,6.0,25.0,0.7470703125,37.785869867323
1.0,4.0,10.0,0.0,-15.0,7.0,4.0,6.0,25.0,0.7470703125,35.48498939239578
1.0,4.0,10.0,0.0,-15.0,7.0,4.0,6.0,25.0,0.7470703125,34.56559008670488
29.0,4.0,10.0,-15.0,-15.0,7.0,4.0,6.0,28.0,8.37890625,34.78692102776947
1.0,4.0,10.0,0.0,-24.0,-29.89013671875,4.0,6.0,25.0,-0.62255859375,36.17333103501136
-4.0,4.0,10.0,0.0,-13.0,7.0,4.0,6.0,25.0,21.7822265625,35.11243909540499
1.0,4.0,10.0,25.0,-13.0,29.61181640625,4.0,6.0,25.0,16.28173828125,34.77309539534249
1.0,4.0,10.0,4.0,-14.0,2.578125,4.0,6.0,26.0,26.484375,35.59298088120271
1.0,4.0,10.0,4.0,-14.0,7.0,2.0,6.0,26.0,26.484375,34.4602056359462
1.0,4.0,10.0,1.0,-17.0,7.0,0.0,6.0,26.0,14.3115234375,34.65021989559645
1.0,4.0,10.0,12.0,-21.0,7.0,22.0,6.0,26.0,25.48828125,35.659519462738075
1.0,4.0,10.0,3.0,-5.0,7.0,7.0,6.0,26.0,1.60400390625,35.88201846014836
1.0,4.0,10.0,-27.0,-2.0,7.0,11.0,6.0,26.0,10.87646484375,33.639706713737624
1.0,4.0,10.0,3.0,-5.0,7.0,7.0,6.0,26.0,1.60400390625,32.99026270058435
1.0,4.0,10.0,3.0,-5.0,7.0,7.0,6.0,26.0,1.60400390625,31.88877583212509
24.0,1.0,-3.4407491400040904,6.0,21.0,24.67591760988956,9.0,3.0,26.0,18.026910784410504,32.66367560013359
9.0,30.0,21.232950198343346,-23.0,-1.0,-4.83780671765393,8.0,-27.0,26.0,-10.613248703267452,32.30084862723415
-22.0,-28.0,-11.089412365927721,5.0,-8.0,-8.471813396235511,7.0,16.0,27.0,-5.481232257041999,33.27210006690146
3.0,18.0,25.143639394391265,-3.0,-6.0,-10.320690102319155,6.0,15.0,26.0,3.9334163512917613,32.84906884925463
1.0,4.0,10.0,-7.0,11.0,19.1748046875,6.0,6.0,25.0,3.0,33.205793578469645
1.0,4.0,10.0,-3.0,0.0,6.2255859375,8.0,6.0,25.0,3.0,33.45729214063053
1.0,4.0,10.0,-12.0,1.0,7.0,8.0,6.0,26.0,-22.18505859375,33.186830006666675
1.0,4.0,10.0,-3.0,0.0,6.2255859375,8.0,6.0,25.0,3.0,31.384822058926183
1.0,4.0,10.0,-3.0,0.0,6.2255859375,8.0,6.0,25.0,3.0,30.70681685713438
1.0,4.0,10.0,28.0,-1.0,15.498046875,12.0,6.0,25.0,3.0,33.015230450510174
1.0,4.0,10.0,-3.0,0.0,6.2255859375,8.0,6.0,25.0,3.0,30.42125996714184
1.0,4.0,10.0,7.0,13.0,-7.210693359375,8.0,6.0,26.0,3.0,33.24040151367627
1.0,4.0,10.0,2.0,-4.0,7.0,8.0,6.0,25.0,8.594970703125,32.17829598274138
1.0,4.0,10.0,-5.0,0.0,23.04931640625,28.0,6.0,26.0,3.0,33.57764776706241
1.0,4.0,10.0,0.0,-3.0,-0.0732421875,14.0,6.0,26.0,3.0,32.640847592566345
1.0,4.0,10.0,-1.0,0.0,7.0,12.0,6.0,25.0,6.8408203125,31.582275815787703
29.0,4.0,10.0,1.0,0.0,7.0,20.0,6.0,26.0,3.0,32.17136546879152
-2.0,4.0,10.0,-5.0,0.0,7.0,4.0,-14.0,25.0,3.0,32.69670616107642
-11.0,15.0,-16.34224396277677,5.0,-5.0,7.51029800035797,10.0,27.0,25.0,1.060832503162839,32.528699269827044
-13.0,4.0,10.0,1.0,-3.0,7.0,25.0,6.0,25.0,3.0,31.672255428426052
-2.0,-5.0,16.67331774817844,2.0,-3.0,-17.02446786138259,14.0,5.0,25.0,-1.5004973347071413,32.29140338324837
-2.0,2.0,-19.79940606477715,-2.0,-2.0,24.77627150435964,-13.0,-2.0,26.0,8.948407270877041,33.81022027928221
1.0,4.0,10.0,-17.0,0.0,7.0,4.0,6.0,26.0,14.3115234375,33.637811454308235
-2.0,30.0,0.043681177425348494,-2.0,19.0,15.69263876806793,-9.0,-22.0,25.0,7.593167421910806,32.98403040826916
-7.0,4.0,10.0,-5.0,-1.0,7.0,4.0,6.0,25.0,7.49267578125,32.7517536606525
3.0,4.0,10.0,-5.0,7.0,7.0,4.0,6.0,26.0,1.60400390625,33.72670537226566
13.0,4.0,10.0,-3.0,-7.0,7.0,4.0,6.0,25.0,4.19677734375,33.86282538771864
1.0,-20.0,-4.47223198728279,-1.0,11.0,3.2988831994990804,25.0,0.0,25.0,-5.338081409929547,34.230697258633256
1.0,-3.0,18.464591994463234,-24.0,0.0,20.76283446758623,15.0,25.0,26.0,4.518354674297875,33.500802398723806
1.0,4.0,10.0,-1.0,0.0,7.0,12.0,6.0,25.0,6.8408203125,30.910083807169553
1.0,4.0,10.0,-1.0,0.0,7.0,12.0,6.0,25.0,6.8408203125,30.491047608036123
-2.0,4.0,10.0,-2.0,21.0,7.0,4.0,6.0,27.0,6.1083984375,34.395248416527366
