X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,PERF
-15.0,-14.0,8.383452277927148,1.0,-18.0,28.686548592644343,30.0,-17.0,-5.0,12.438176301791003,28.364636625325968
-22.0,-9.0,13.661792718989311,8.0,-22.0,4.818335464056375,29.0,-20.0,18.0,-22.842886124404217,29.309133947918387
-6.0,-9.0,9.85904184930748,18.0,-17.0,2.1485212866445167,28.0,-23.0,24.0,-13.952104384980343,27.88555946552
-26.0,-18.0,-3.8238314382239658,-10.0,-15.0,-23.732634839153462,30.0,-12.0,27.0,-19.045376799067277,28.396587127214303
0.0,-5.0,6.22221312661906,10.0,-5.0,25.89720010227054,30.0,-12.0,-27.0,7.81055641064799,19.469312810152708
25.0,20.0,5.498537221730302,19.0,11.0,-7.08466372677179,30.0,-29.0,-28.0,22.86995079164062,28.5902901866897
14.0,21.0,29.80391494476728,-11.0,15.0,14.530879765381052,30.0,5.0,-25.0,-14.774942604793454,28.967288226142134
14.0,-2.0,14.415040985360001,-28.0,2.0,25.100005686511707,30.0,30.0,16.0,0.6653150273142217,27.12646071856913
29.0,-15.0,27.954960205829302,-15.0,-26.0,27.946516418261297,13.0,8.0,-27.0,5.86826217899587,29.64485137043068
10.0,-23.0,-27.96290227040732,-17.0,30.0,25.813915554060088,30.0,-4.0,-29.0,8.018917214588882,29.719877724919172
-13.0,6.0,-4.907342455324528,22.0,-15.0,26.23539597471251,30.0,-10.0,-7.0,4.147157902589235,27.683239446600226
-18.0,-20.0,19.655958645069944,28.0,-29.0,26.302031375328546,28.0,-28.0,-27.0,-28.537076056261036,30.103740274725098
24.0,-3.0,11.275939726231343,24.0,-26.0,27.945646553973766,30.0,-29.0,-27.0,-23.92387159767,29.742786500266106
4.0,-3.0,24.136168657000105,-6.0,12.0,-24.899180969366682,30.0,-14.0,-11.0,11.941568468403226,26.782670126106115
-21.0,-12.0,8.344820261549415,23.0,23.0,-29.035336936897636,30.0,7.0,25.0,4.52018433916863,29.598430013437248
25.0,30.0,28.36402939111958,18.0,-6.0,1.6317104939972396,30.0,-5.0,-27.0,16.973833270090047,29.34338313463798
10.0,14.0,-13.923323020876042,14.0,8.0,26.833475521562242,30.0,-17.0,-20.0,12.840194973803648,25.73068151048563
1.0,4.0,10.0,-13.0,26.0,28.828125,29.0,6.0,-29.0,3.0,29.059646162164473
1.0,4.0,10.0,16.0,-6.0,25.95703125,9.0,6.0,-25.0,3.0,22.87904258687155
-20.0,7.0,-2.1449294017367215,-11.0,-1.0,25.976661799280585,30.0,-3.0,-13.0,-22.29804082419454,23.54975792299344
-9.0,-7.0,-19.126640157140145,30.0,-27.0,26.09171482460961,-28.0,4.0,-29.0,20.951778718310663,29.603020996020028
-16.0,19.0,3.1634127409685675,-1.0,-2.0,25.89361141121018,26.0,-2.0,20.0,17.970477923249433,24.09995289675806
-2.0,-7.0,-18.944660990016075,14.0,8.0,25.96983957132324,2.0,-21.0,-15.0,17.63918562096176,25.34772186066577
1.0,4.0,10.0,-22.0,-27.0,25.90576171875,20.0,6.0,-29.0,3.0,29.299828963322202
0.0,24.0,-7.391576882849581,28.0,-5.0,26.023486572975898,13.0,19.0,-28.0,-24.064565242233297,27.881345486274782
1.0,4.0,10.0,6.0,20.0,25.86181640625,6.0,6.0,-24.0,3.0,27.87867779139435
1.0,4.0,-22.34619140625,15.0,-27.0,25.90576171875,20.0,6.0,-29.0,3.0,29.729659966959098
1.0,4.0,16.58203125,15.0,-6.0,25.95703125,9.0,6.0,-25.0,3.0,24.5681877069782
-7.0,15.0,17.686151433670737,11.0,-5.0,25.89028131997206,-16.0,-19.0,25.0,-17.553435067681335,25.394447689722185
-1.0,-19.0,-12.871165523186946,21.0,-24.0,25.878533790301496,29.0,-22.0,-28.0,23.19162965178714,29.29011239417915
1.0,20.0,10.0,-25.0,-4.0,25.89111328125,4.0,6.0,-29.0,3.0,26.61630568848106
