o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,o20,o21,o22,o23,o24,o25,o26,o27,o28,o29,o30,o31,o32,o33,PERF
0.0,40.8125,0.0,0.0,0.0,0.0,0.0,34.6875,0.0,22.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0625,0.0,0.0,0.0,46.9375,0.0,16.3125,0.0,0.0,0.0,0.0,34.6875,0.0,0.0,40.8125,0.0,0.0,-0.49307492187499885
0.0,19.874175851290733,5.5759866209582984,26.535433001851633,20.313308424032826,20.95719537033848,2.271910387455163,20.017945373580837,25.72091762603829,12.138213285541394,22.037995598112836,47.02456560230219,40.78694013881643,39.25779405622138,0.0,0.0,16.71132688971747,0.0,0.0,22.919183572715955,13.792125554200254,0.0,18.03792145287455,0.0,28.064198375673136,8.437760297289158,37.09368990847732,13.01205570529199,34.29992520906141,0.0,23.697734646479446,47.59781321206689,35.934003023780875,41.392192834618875,15.47962181768281
44.34514650478778,43.3335927523159,18.615583098193408,0.0,49.23718745901182,14.926947358800007,24.761878356830387,17.33602505591163,14.164521370069862,31.761542129637217,15.197744355885833,5.668271476201063,24.96577119728151,48.812495041460785,42.257243911201165,26.276227015267317,6.498232778633396,16.024788379941825,3.596164653771328,0.0,45.835935290853975,30.559873576513237,0.0,16.58812791869052,0.0,0.0,18.371791994087932,0.0,0.0,23.21819110428311,43.87013368792662,0.0,17.464989032572348,45.54243095539112,-351.7406764965055
49.45569387495974,0.0,12.649842975305491,37.68668704303425,18.20106130621928,0.0,49.582028946852745,14.126101890472912,32.175254342617215,32.57369492479917,0.0,47.49088056719991,35.90100893363498,29.248237072096273,33.19811243833615,0.0,34.56905702667728,0.0,48.65581612731051,43.28534414497847,0.0,33.822673718475265,37.78953940117393,43.14343952294307,0.0,28.822951776279414,17.415456027015328,12.290112160364291,9.976183309147787,12.136313909301185,18.698419356913842,3.0343393725371177,30.133049380757477,0.0,270.1935210202172
0.0,0.0,0.0,0.0,0.0,10.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3125,0.0,0.0,0.0,0.0,16.3125,0.0,34.6875,0.0,0.0,28.5625,10.1875,0.0,4.0625,0.0,0.0,0.0,0.0,0.0,46.9375,-68.66702750000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1796875,0.0,0.0,22.0546875,0.0,0.0,0.0,30.4765625,0.0,0.0,23.5859375,40.4296875,5.2109375,6.7421875,0.0,0.0,0.0,0.0,24.3515625,0.0,0.0,0.0,0.0,0.0,-31.52168749206543
1.8670198311443955,27.033061127620236,18.935883730450783,7.979976179907107,40.10611835447306,0.0,11.273035129479211,44.137094619696285,26.899395875138392,17.84461660991646,23.66163565235127,0.0,37.4973212994518,40.77563385298787,0.0,20.80832926086287,26.638796181437275,47.16653723597416,5.184268537336463,29.015385392147234,33.38579621433353,0.0,44.46491328181093,0.0,20.00544231933542,31.913545409598058,15.944247931868372,16.707046039485103,0.0,12.889711724399554,15.485672295925037,15.409187634600015,0.0,0.0,46.04873890297007
30.100307319120787,32.046224415546405,5.526605160961942,7.752501576954556,42.37646300016911,0.0,3.203816846230353,6.398541140293373,42.5624915775441,10.767120693495048,0.0,0.0,14.921918579607826,24.86907275597921,14.790567506541402,34.70384846858447,14.28994988769622,42.432692272659935,45.177747235994644,49.45801534398706,25.14806251883683,43.43937450209256,0.0,39.256288430383776,47.050197859655924,0.0,25.35492767502288,47.7803470214091,0.0,33.173755540437675,26.243345079377228,21.01658357585809,0.0,0.0,35.81313403790117
0.0,0.0,0.0,0.0,39.6640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7578125,0.0,0.0,0.0,0.0,9.8046875,5.9765625,13.6328125,12.1015625,0.0,0.0,0.0,44.2578125,0.0,18.9921875,0.0,0.0,0.0,-42.23768668945313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4609375,0.0,0.0,0.0,0.0,17.4609375,0.0,0.0,0.0,0.0,0.0,25.8828125,0.0,18.9921875,0.0,14.3984375,0.0,0.0,3.6796875,0.0,0.0,17.4609375,44.2578125,0.0,15.42175351989746
13.833903462169637,29.114701045157652,10.445141460808113,1.1606589151184232,36.945087965420825,0.0,16.81584808109409,20.203017412740547,13.648644734732187,15.789389087914765,37.08126376955119,32.048659569797856,26.602872275218072,27.10849216976183,24.633680820287633,0.0,40.21633057499821,0.0,15.590101058309036,0.0,27.3834677837645,0.0,0.0,31.387619268474776,2.9068376126559277,3.521650554930322,3.071861448513232,49.7168542573177,0.0,39.76539329829956,18.871404914405183,0.0,4.139879271461481,49.684885150979355,51.2020451420903
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71875,0.0,0.0,0.0,0.0,0.0,42.34375,0.0,11.71875,27.03125,0.0,0.0,45.40625,0.0,23.96875,0.0,0.0,0.0,0.0,45.40625,0.0,36.21875,0.0,0.0,0.0,86.55141284179687
0.0,27.4140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0078125,22.0546875,0.0,0.0,0.0,42.7265625,0.0,1.3828125,0.0,0.0,0.0,48.8515625,0.0,32.0078125,0.0,0.0,0.0,0.0,31.2421875,0.0,0.0,0.0,0.0,0.0,43.129635047607415
0.0,0.0,0.0,0.0,28.5625,0.0,0.0,0.0,0.0,22.4375,0.0,0.0,0.0,0.0,10.1875,40.8125,0.0,34.6875,0.0,0.0,0.0,28.5625,46.9375,0.0,0.0,0.0,0.0,0.0,4.0625,0.0,0.0,0.0,0.0,0.0,-45.62679609375
20.370312702540655,16.031798845762644,38.03726520651414,20.80149959161596,42.72303583112877,0.0,40.35311436270163,3.5741415253527657,10.082998073110499,5.215311083511388,8.305935518751621,2.463673353942639,0.0,15.820869214851074,48.46999142834108,40.3182660677845,37.39071539919676,0.0,11.20744442042996,28.045102486531682,18.9183563765966,2.517344590427447,0.0,33.30019321208697,0.0,22.198888867486325,13.243852513794119,0.0,0.0,5.125981747381793,10.848682904899666,21.116065384015016,21.24886220952776,0.0,31.024281305666197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.921875,0.0,0.0,0.0,20.140625,0.0,0.0,0.0,0.0,0.0,0.0,49.234375,47.703125,0.0,0.0,0.0,29.328125,1.765625,0.0,0.0,0.0,32.390625,15.546875,9.921842185058601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,0.0,0.0,37.75,0.0,0.0,0.0,0.0,13.25,0.0,0.0,0.0,37.75,13.25,37.75,0.0,0.0,0.0,0.0,13.25,0.0,0.0,0.0,37.75,0.0,-34.544174375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1640625,0.0,0.0,0.0,44.2578125,0.0,0.0,34.3046875,0.0,0.0,0.0,30.4765625,38.1328125,0.0,0.0,0.0,0.0,36.6015625,0.0,0.0,0.0,19.7578125,43.4921875,0.0,47.19400606445313
24.270101233338583,47.85183216716096,23.381662352208348,11.05185155051059,28.05659467825122,39.873477099769744,24.446104499934044,9.190521648290257,48.77482474759126,20.936488008112853,0.0,42.10424860519476,19.54312778184749,18.617250385902835,0.0,0.0,13.68869714356878,32.534219143745915,4.7903347141572965,0.0,18.24012139397224,0.0,0.0,0.0,13.571478677065764,30.16280647549278,49.62588104502676,5.80125656352201,12.357566796471477,19.817647828763675,0.0,43.242905778483234,26.94898010090139,44.338502593179996,76.27494336750505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0859375,0.0,0.0,0.0,23.5859375,44.2578125,0.0,0.0,0.0,12.8671875,0.0,20.5234375,34.3046875,35.8359375,0.0,0.0,0.0,0.0,1.3828125,0.0,0.0,0.0,0.0,0.0,49.84528599792483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.578125,0.0,24.734375,0.0,0.0,0.0,26.265625,0.0,0.0,36.984375,0.0,0.0,0.0,12.484375,36.984375,3.296875,0.0,0.0,0.0,0.0,10.953125,0.0,0.0,0.0,0.0,0.0,0.6892858886718731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1640625,0.0,0.0,0.0,0.0,0.0,0.0,44.2578125,0.0,0.0,0.0,34.3046875,30.4765625,38.1328125,0.0,0.0,0.0,0.0,36.6015625,19.7578125,0.0,0.0,43.4921875,0.0,-98.67433901916503
